title,revenue,release,prod_budget,genre,company
The Hotel New Hampshire,0,3,1,Comedy,Orion Pictures
Narc,1,1,1,Action,Paramount Pictures
Witless Protection,0,2,0,Action,Parallel Films
Extract,1,9,1,Comedy,Miramax Films
Masked and Anonymous,0,8,0,Drama,BBC Films
Code 46,0,9,1,Drama,BBC Films
Albert Nobbs,1,12,1,Drama,Chrysalis Films
Black November,0,12,1,Drama,Wells & Jeta Entertainment
Ta Ra Rum Pum,0,4,0,Family,Yash Raj Films
Persepolis,0,5,1,Animation,Sony Pictures Classics
The Hole,0,9,0,Thriller,Bold Films
The Wave,1,3,1,Drama,Constantin Film Produktion
The Neon Demon,1,6,1,Thriller,Bold Films
Harry Brown,1,11,1,Thriller,HanWay Films
The Omega Code,1,10,0,Horror,Code Productions
Juno,3,12,1,Comedy,Fox Searchlight Pictures
Pound of Flesh,0,5,1,Action,Odyssey Media
Diamonds Are Forever,8,12,1,Adventure,United Artists
The Godfather,11,3,1,Drama,Paramount Pictures
Flashdance,3,4,1,Drama,Paramount Pictures
(500) Days of Summer,1,7,1,Comedy,Fox Searchlight Pictures
The Piano,2,5,1,Drama,New South Wales Film & Television Office
Magic Mike,2,6,1,Drama,Extension 765
Darkness Falls,0,1,0,Thriller,Village Roadshow Pictures
Live and Let Die,9,7,1,Adventure,United Artists
My Dog Skip,0,1,1,Comedy,Alcon Entertainment
"Definitely, Maybe",1,2,0,Comedy,Universal Pictures
Jumping the Broom,1,5,1,Comedy,TriStar Pictures
"Good Night, and Good Luck.",1,9,1,Drama,2929 Productions
Capote,1,9,1,Crime,Sony Pictures Classics
Desperado,1,8,1,Thriller,Columbia Pictures
Logan's Run,2,6,1,Adventure,Metro-Goldwyn-Mayer (MGM)
The Man with the Golden Gun,5,12,1,Adventure,United Artists
Action Jackson,1,2,1,Action,Silver Pictures
The Descent,0,7,0,Adventure,Celador Films
Michael Jordan to the Max,1,5,0,Documentary,IMAX
Devil's Due,1,1,1,Horror,Twentieth Century Fox Film Corporation
Flirting with Disaster,1,3,1,Comedy,Miramax Films
The Devil's Rejects,0,7,0,Drama,Lions Gate Films
Dope,1,6,1,Crime,Forest Whitaker's Significant Productions
In Too Deep,1,8,1,Drama,Suntaur Entertainment Company
House of 1000 Corpses,1,4,1,Horror,Universal Pictures
A Serious Man,1,10,1,Comedy,Mike Zoss Productions
Get Low,0,1,1,Comedy,K5 International
Warlock,0,6,1,Adventure,New World Pictures
Beyond the Lights,1,9,1,Romance,Relativity Media
A Single Man,0,10,1,Drama,Depth of Field
The Last Temptation of Christ,1,8,1,Drama,Universal Pictures
Outside Providence,1,8,1,Romance,Miramax Films
Rabbit-Proof Fence,0,2,0,Adventure,Showtime Australia
Who's Your Caddy?,0,7,0,Comedy,The Weinstein Company
Split Second,1,5,1,Thriller,Entertainment
The Other Side of Heaven,1,4,1,Action,3Mark Entertainment
Veer-Zaara,1,11,1,Drama,Yash Raj Films
Redbelt,0,4,1,Drama,Sony Pictures Classics
Cyrus,0,6,1,Comedy,Scott Free Productions
Auto Focus,1,10,1,Drama,Sony Pictures Classics
Factory Girl,0,12,1,Drama,The Weinstein Company
We Need to Talk About Kevin,1,9,1,Drama,BBC Films
The Christmas Candle,0,11,0,Drama,Impact Productions LLC
Losin' It,1,4,1,Comedy,Tijuana Productions
Mother and Child,0,11,1,Drama,Mockingbird Pictures
March or Die,0,9,0,Action,Associated General Films
The Visitors,0,1,0,Fantasy,Canal Plus
Somewhere,0,9,1,Comedy,American Zoetrope
Chairman of the Board,0,3,0,Comedy,101st Street Films
Hesher,1,1,1,Drama,DRO Entertainment
Dom Hemingway,1,11,0,Comedy,BBC Films
Gerry,0,1,1,Mystery,Epsilon Motion Pictures
The Heart of Me,0,1,1,Drama,British Broadcasting Corporation (BBC)
Freeheld,1,10,1,Romance,Double Feature Films
The Extra Man,1,8,1,Comedy,Wild Bunch
Hard to Be a God,1,2,1,Drama,Lenfilm Studio
Ca$h,1,1,1,Crime,Immortal Thoughts
Wah-Wah,0,8,0,Drama,Reeleyes Film
The Boondock Saints,1,1,1,Action,Franchise Pictures
Z Storm,0,6,0,Crime,Pegasus Motion Pictures
Twixt,0,9,1,Horror,American Zoetrope
The Snow Queen,1,10,1,Animation,Bazelevs Production
Alpha and Omega: The Legend of the Saw Tooth Cave,0,7,0,Family,Crest Animation Production
Pale Rider,1,6,0,Romance,Warner Bros.
Stargate: The Ark of Truth,1,3,1,Adventure,Metro-Goldwyn-Mayer (MGM)
Dazed and Confused,1,9,1,Comedy,Gramercy Pictures
High School Musical 2,1,8,0,Comedy,Disney Channel
Criminal Activities,0,11,1,Thriller,NeeNee Productions
The Chumscrubber,0,6,0,Comedy,Lawrence Bender Productions
Shade,0,5,1,Action,Cobalt Media Group
House at the End of the Street,1,9,1,Horror,A Bigger Boat
Incendies,1,9,1,Drama,TS Productions
"Remember Me, My Love",0,2,0,Drama,Fandango
Perrier’s Bounty,0,9,0,Action,Premiere Picture
Elite Squad,0,10,1,Drama,The Weinstein Company
Annabelle,3,10,1,Horror,New Line Cinema
Boyz n the Hood,2,7,1,Crime,Columbia Pictures Corporation
La Bamba,2,7,1,Drama,Columbia Pictures Corporation
The Four Seasons,0,5,0,Comedy,Universal Pictures
Dressed to Kill,1,6,1,Horror,Filmways Pictures
The Adventures of Huck Finn,0,4,1,Action,Walt Disney Pictures
Go,1,4,1,Crime,Columbia Pictures
Friends with Money,1,9,1,Comedy,Sony Pictures
The Andromeda Strain,1,3,1,Science Fiction,Universal Pictures
Bats,1,10,0,Horror,Destination Films
Nowhere in Africa,0,12,0,Drama,MTM Cineteve
Shame,1,10,1,Drama,HanWay Films
Layer Cake,1,9,1,Drama,Sony Pictures Classics
The East,1,5,1,Drama,Scott Free Productions
A Home at the End of the World,1,7,1,Romance,Killer Films
Aberdeen,0,7,0,Drama,Filmfabriken Baltic Sea AB
The Messenger,1,11,1,Drama,Oscilloscope Laboratories
Tracker,0,5,1,Action,T.H.E. Films
Control,1,9,0,Drama,Becker International
The Terminator,2,10,1,Action,Orion Pictures
"Good bye, Lenin!",2,2,1,Comedy,WDR
The Damned United,0,3,1,Drama,BBC Films
The Return of the Living Dead,1,5,1,Comedy,Hemdale Film Corporation
Mallrats,1,10,1,Romance,Gramercy Pictures
Grease,7,7,1,Romance,Paramount Pictures
Platoon,4,12,1,Drama,Orion Pictures
Fahrenheit 9/11,2,6,1,Documentary,BIM Distribuzione
Butch Cassidy and the Sundance Kid,7,9,1,History,Twentieth Century Fox Film Corporation
Mary Poppins,9,8,1,Comedy,Walt Disney Productions
Ordinary People,0,9,1,Drama,Paramount Pictures
West Side Story,4,10,1,Crime,United Artists
Caddyshack,2,7,1,Comedy,Orion Pictures
The Wood,1,7,1,Comedy,MTV Films
The Usual Suspects,1,7,1,Drama,Blue Parrot Productions
A Nightmare on Elm Street 5: The Dream Child,1,8,1,Horror,New Line Cinema
National Lampoon’s Van Wilder,1,3,1,Comedy,Tapestry Films
The Wrestler,1,9,1,Drama,Saturn Films
Duel in the Sun,3,12,2,Western,The Selznik Studio
Best in Show,0,9,0,Comedy,Castle Rock Entertainment
Escape from New York,2,5,1,Science Fiction,AVCO Embassy Pictures
School Daze,0,2,0,Comedy,Columbia Pictures
Daddy Day Camp,1,8,1,Comedy,Revolution Studios
Mr. Nice Guy,1,1,1,Crime,Golden Harvest Company
A Mighty Wind,1,4,1,Comedy,Castle Rock Entertainment
Mystic Pizza,0,10,0,Comedy,Night Light Films
Sliding Doors,1,4,1,Comedy,Paramount Pictures
Tales from the Hood,1,5,1,Crime,40 Acres & A Mule Filmworks
The Last King of Scotland,1,9,1,Drama,Fox Searchlight Pictures
Halloween 5: The Revenge of Michael Myers,1,10,1,Horror,Trans Pacific Films
Bernie,1,4,1,Comedy,Castle Rock Entertainment
Dolphins and Whales: Tribes of the Ocean,1,2,1,Documentary,3D Entertainment
Pollock,0,9,0,Drama,Fred Berner Films
200 Cigarettes,1,2,1,Comedy,Paramount Pictures
The Words,1,9,1,Drama,CBS Films
Casa De Mi Padre,0,3,0,Comedy,NALA Films
City Island,1,3,1,Drama,Lucky Monkey Pictures
The Guard,1,7,1,Action,UK Film Council
College,1,8,1,Comedy,Metro-Goldwyn-Mayer (MGM)
The Virgin Suicides,1,4,1,Drama,American Zoetrope
Little Voice,0,11,0,Comedy,Miramax Films
Miss March,0,3,0,Comedy,The Jacobson Company
Wish I Was Here,1,1,1,Drama,Double Feature Films
Simply Irresistible,1,2,1,Comedy,New Regency Pictures
Hedwig and the Angry Inch,0,7,0,Comedy,New Line Cinema
Only the Strong,1,8,1,Action,Davis Films
Goddess of Love,0,8,0,Mystery,Dalia Films
Shattered Glass,1,11,1,Drama,Lions Gate Films
Novocaine,1,11,1,Comedy,Numb Gums Production Inc.
The Business of Strangers,0,1,0,Drama,i5 Films
The Wild Bunch,1,6,1,Adventure,Warner Brothers/Seven Arts
The Wackness,1,7,1,Drama,SBK Pictures
The First Great Train Robbery,0,1,1,Thriller,United Artists
Morvern Callar,0,1,0,Drama,Company Pictures
Beastmaster 2: Through the Portal of Time,1,6,1,Action,Les Films 21
The 5th Quarter,1,3,1,Drama,McCreary Entertainment
The Greatest,0,1,1,Drama,Irish Dreamtime
Snow Flower and the Secret Fan,1,7,1,Drama,IDG China Media
Come Early Morning,0,1,1,Drama,Firm Films
Julia,0,10,0,Drama,Twentieth Century Fox Film Corporation
11:14,0,5,1,Crime,Firm Films
Men of War,0,9,0,Action,Signature Pictures
Don McKay,0,4,0,Crime,Animus Films
Deadfall,1,11,1,Crime,StudioCanal
A Shine of Rainbows,0,10,1,Drama,Octagon Films
The Hit List,0,4,1,Action,North by Northwest Entertainment
Videodrome,1,2,1,Horror,Universal Pictures
The Spanish Apartment,1,5,1,Drama,Mate Producciones S.A.
Song One,1,1,1,Drama,Worldview Entertainment
Winter in Wartime,1,11,1,Drama,Max TV
Freaky Deaky,0,4,0,Comedy,Final Cut Productions
The Train,1,9,1,Action,Les Productions Artistes Associés
The Protector,1,8,1,Action,The Weinstein Company
Bend It Like Beckham,2,4,1,Comedy,Fox Searchlight Pictures
Crossover,1,9,1,Action,360 Pictures
[REC]²,1,9,1,Thriller,Filmax
The Sting,9,12,1,Comedy,Universal Pictures
Chariots of Fire,2,5,1,Drama,Twentieth Century Fox Film Corporation
Diary of a Mad Black Woman,0,2,0,Comedy,Lions Gate Films
Shine,0,1,0,Drama,Fine Line Features
Don Jon,0,7,1,Romance,Voltage Pictures
High Plains Drifter,1,4,1,Western,Universal Pictures
Ghost World,0,7,1,Comedy,United Artists
Iris,0,12,0,Drama,Miramax Films
Galaxina,1,6,1,Comedy,Marimark Productions
The Chorus,0,3,0,Drama,France 2 Cinéma
Mambo Italiano,1,6,1,Comedy,icon
Wonderland,1,10,1,Crime,Lions Gate Films
Do the Right Thing,1,6,1,Drama,Universal Pictures
Harvard Man,0,1,0,Drama,Lions Gate Films
Irreversible,1,5,0,Drama,Eskwad
R100,0,10,1,Comedy,Warner Bros.
Rang De Basanti,1,1,1,Drama,Flicks Motion Pictures
Salvation Boulevard,0,7,1,Comedy,Mandalay Vision
The Ten,0,8,0,Comedy,Ascot Elite Home Entertainment
Headhunters,1,8,0,Thriller,Nordisk Film
Grabbers,0,8,0,Science Fiction,Irish Film Board
Saint Ralph,0,9,0,Comedy,Alliance Atlantis Communications
Miss Julie,1,9,1,Drama,Maipo Film- og TV Produksjon
Somewhere in Time,0,10,1,Science Fiction,Rastar Pictures
Insidious: Chapter 2,0,9,1,Horror,Sony Pictures
Saw II,2,10,1,Horror,Lions Gate Films
10 Cloverfield Lane,2,3,1,Thriller,Paramount Pictures
Jackass: The Movie,1,10,1,Documentary,Paramount Pictures
Lights Out,1,7,1,Horror,New Line Productions
Paranormal Activity 3,3,10,1,Horror,Paramount Pictures
Ouija,2,10,1,Horror,Universal Pictures
A Nightmare on Elm Street 3: Dream Warriors,1,2,1,Horror,New Line Cinema
Instructions Not Included,2,7,1,Comedy,Filmax
Paranormal Activity 4,2,10,1,Horror,Paramount Pictures
The Robe,4,9,1,Drama,Twentieth Century Fox Film Corporation
The Return of the Pink Panther,2,5,1,Comedy,United Artists
Freddy's Dead: The Final Nightmare,1,9,1,Horror,New Line Cinema
Monster,1,11,1,Crime,Newmarket Films
"20,000 Leagues Under the Sea",3,12,1,Adventure,Walt Disney Productions
Paranormal Activity: The Marked Ones,1,1,1,Horror,Blumhouse Productions
The Elephant Man,1,10,1,Drama,Brooksfilms
Dallas Buyers Club,1,9,1,Drama,Universal Studios
The Lazarus Effect,1,1,1,Thriller,Lionsgate
Memento,1,10,1,Mystery,Summit Entertainment
Oculus,1,9,1,Horror,Intrepid Pictures
Clerks II,1,5,1,Comedy,The Weinstein Company
Billy Elliot,2,5,1,Drama,BBC Films
The Way Way Back,1,6,1,Comedy,Fox Searchlight Pictures
The Man from Snowy River,1,3,1,Family,Cambridge Productions
Doug's 1st Movie,0,3,0,Animation,Walt Disney Pictures
The Apostle,0,10,1,Drama,Butcher's Run Productions
Mommie Dearest,0,9,0,Drama,Paramount Pictures
Our Idiot Brother,1,8,1,Comedy,The Weinstein Company
Race,1,2,1,Action,Forecast Pictures
The Players Club,0,4,0,Drama,New Line Cinema
"As Above, So Below",1,8,1,Horror,Universal Pictures
Addicted,0,10,0,Drama,Lionsgate
Still Alice,1,12,1,Drama,Killer Films
The Egyptian,2,8,1,History,Twentieth Century Fox Film Corporation
Nighthawks,1,3,1,Action,Universal Pictures
Friday the 13th Part VIII: Jason Takes Manhattan,1,7,1,Horror,Paramount Pictures
My Big Fat Greek Wedding,6,2,1,Comedy,Home Box Office (HBO)
Spring Breakers,1,1,1,Drama,RabbitBandini Productions
Halloween: The Curse of Michael Myers,1,9,1,Horror,Miramax Films
Y Tu Mamá También,1,6,1,Drama,Bésame Mucho Pictures
Shaun of the Dead,1,4,1,Horror,Universal Pictures
The Haunting of Molly Hartley,0,10,0,Drama,Freestyle Releasing
Lone Star,1,6,1,Drama,Castle Rock Entertainment
Halloween 4: The Return of Michael Myers,1,10,1,Horror,Dimension Films
April Fool's Day,0,3,1,Horror,Paramount Pictures
Diner,0,4,0,Comedy,Metro-Goldwyn-Mayer (MGM)
Lone Wolf McQuade,1,4,1,Action,1818
Apollo 18,1,7,1,Horror,Bazelevs Production
Sunshine Cleaning,1,1,1,Comedy,Back Lot Pictures
No Escape,1,8,1,Action,Bold Films
The Beastmaster,1,8,0,Action,Antares Produzione Cinematografica
Solomon and Sheba,2,12,1,Drama,Edward Small Productions
Fifty Shades of Black,1,1,1,Romance,Open Road Films (II)
A Farewell to Arms,1,12,1,Drama,Paramount Pictures
The Perfect Match,0,3,0,Comedy,Lionsgate
Digimon: The Movie,0,3,1,Fantasy,Saban Entertainment
The Barbarian Invasions,1,5,1,Comedy,Pyramide Productions
Robin and Marian,0,3,0,Action,Columbia Pictures Corporation
The Forsaken,0,4,1,Action,Screen Gems
Force 10 from Navarone,1,11,1,Action,Columbia Pictures Corporation
UHF,0,7,1,Comedy,Orion Pictures
Grandma's Boy,1,1,0,Comedy,Twentieth Century Fox Film Corporation
Slums of Beverly Hills,0,8,1,Comedy,Fox Searchlight Pictures
Once Upon a Time in the West,1,12,1,Western,Paramount Pictures
Made,1,7,1,Action,Artisan Entertainment
Moon,1,6,1,Science Fiction,Liberty Films UK
Sea Rex 3D: Journey to a Prehistoric World,1,5,1,Documentary,N3D Land Productions
The Sweet Hereafter,1,5,1,Drama,Fine Line Features
Of Gods and Men,1,5,1,Drama,Why Not Productions
Bottle Shock,1,8,1,Comedy,Zininsa Film Production
Heavenly Creatures,1,9,1,Drama,WingNut Films
90 Minutes in Heaven,1,9,1,Drama,Emmett/Furla Films
Everything Must Go,1,10,1,Comedy,Birdsong Pictures
Zero Effect,1,1,1,Comedy,Castle Rock Entertainment
The Machinist,1,2,1,Thriller,Filmax Entertainment
Light Sleeper,0,8,1,Drama,Fine Line Features
Kill the Messenger,1,10,1,Thriller,The Combine
Rabbit Hole,1,12,1,Drama,Olympus Pictures
Party Monster,1,9,1,Comedy,ContentFilm
Green Room,1,4,1,Horror,Film Science
The Oh in Ohio,0,3,1,Comedy,Cold Iron Pictures
Atlas Shrugged Part III: Who is John Galt?,1,9,1,Drama,Atlas 3 Productions
Bottle Rocket,1,2,1,Comedy,Gracie Films
Albino Alligator,0,9,1,Crime,Miramax Films
Standard Operating Procedure,0,2,0,Documentary,Sony Pictures Classics
Out of the Blue,0,5,0,Drama,Robson Street
Tucker and Dale vs Evil,1,1,1,Comedy,Eden Rock Media
Tycoon,0,12,0,Action,RKO Radio Pictures
Desert Blue,0,6,0,Comedy,Ignite Entertainment
The Visit,2,9,1,Horror,Blumhouse Productions
Redacted,1,1,1,Drama,HDNet Films
Fascination,0,10,0,Romance,Quality Films Entertainment
Area 51,0,5,1,Horror,Insurge Pictures
Sleep Tight,0,10,1,Thriller,Filmax Entertainment
The Cottage,0,2,0,Horror,Isle of Man Film
Dead Like Me: Life After Death,0,2,0,Drama,Metro-Goldwyn-Mayer (MGM)
Farce of the Penguins,0,12,0,Comedy,FOTP Productions
Rudderless,0,10,1,Music,Unified Pictures
Henry & Me,0,8,1,Family,Henry & Me Productions
Christmas Eve,0,12,0,Romance,Unstuck
We Have Your Husband,0,11,0,TV Movie,Johnson Production Group
Dying of the Light,0,12,1,Thriller,TinRes Entertainment
Born Of War,0,12,0,Action,Jewson Film
Capricorn One,0,12,1,Drama,Associated General Films
Should've Been Romeo,0,4,0,Comedy,Phillybrook Films
Running Forever,0,10,0,Family,New Kingdom Pictures
Yoga Hosers,0,7,1,Comedy,Invincible Pictures Corp.
Navy Seals vs. Zombies,0,10,0,Horror,Hollywood Media Bridge
Soul Kitchen,1,9,1,Drama,Corazón International
Sling Blade,1,8,1,Drama,Miramax Films
The Awakening,1,8,1,Horror,BBC Films
Hostel,2,1,1,Horror,International Production Company
A Cock and Bull Story,0,7,0,Comedy,Revolution Films
Take Shelter,1,11,1,Thriller,Hydraulx
Lady in White,0,4,0,Horror,New Sky Communications Inc.
Let's Kill Ward's Wife,0,12,1,Comedy,Lost Rhino Films
The Texas Chainsaw Massacre 2,1,8,1,Horror,Cannon Films
Pat Garrett & Billy the Kid,1,5,1,Western,Metro-Goldwyn-Mayer (MGM)
Only God Forgives,1,5,1,Drama,Gaumont
Dear Frankie,0,5,0,Drama,Scottish Screen
All Hat,0,9,0,Action,New Real Films
The Names of Love,0,11,1,Drama,Canal+
Treading Water,0,9,1,Drama,Rhombus Media
Savage Grace,0,5,1,Drama,Celluloid Dreams
Police Academy,4,3,1,Comedy,Warner Bros.
The Blue Lagoon,2,7,1,Romance,Columbia Pictures Corporation
Four Weddings and a Funeral,5,3,1,Comedy,Channel Four Films
Fast Times at Ridgemont High,1,8,1,Comedy,Universal Pictures
Moby Dick,1,6,1,Adventure,Warner Bros.
25th Hour,1,12,1,Crime,40 Acres & A Mule Filmworks
Bound,1,9,1,Crime,Dino De Laurentiis Company
Requiem for a Dream,1,10,1,Crime,Artisan Entertainment
State Fair,0,8,0,Music,Twentieth Century Fox Film Corporation
Tango,0,2,0,Drama,Adela Pictures
Salvador,0,4,1,Drama,Hemdale Film
Moms' Night Out,1,3,1,Comedy,TriStar Pictures
Donnie Darko,1,1,1,Fantasy,Pandora Cinema
Character,0,4,1,Drama,First Floor Features
Spun,0,6,1,Comedy,Muse Productions
Life During Wartime,1,10,1,Comedy,Werc Werk Works
Sympathy for Lady Vengeance,1,7,0,Drama,CJ Capital Investment
Mozart's Sister,0,6,0,Drama,Les Films Alyne
Mean Machine,0,12,0,Comedy,SKA Films
Exiled,0,9,1,Action,Media Asia Films
Blackthorn,1,8,0,Adventure,Quickfire Films
Lilya 4-ever,0,8,0,Crime,Det Danske Filminstitut
After.Life,1,4,1,Drama,Plum Pictures
One Flew Over the Cuckoo's Nest,5,11,1,Drama,United Artists
R.L. Stine's Monsterville: The Cabinet of Souls,0,9,1,Comedy,EveryWhere Studios
Silent Movie,0,6,0,Comedy,Crossbow Productions
Airlift,1,1,1,Thriller,T-Series
Anne of Green Gables,0,12,0,Drama,Sullivan Entertainment
Falcon Rising,0,9,0,Adventure,Strohberry Films
The Sweeney,1,9,1,Action,Vertigo Films
Sexy Beast,0,9,1,Crime,Fox Searchlight Pictures
Easy Money,0,1,0,Drama,Tre Vänner Produktion AB
Whale Rider,1,1,1,Drama,South Pacific Pictures
Paa,0,12,1,Drama,A B Corp
Cargo,0,9,0,Thriller,Telepool
High School Musical,0,1,1,Comedy,Disney Channel
Love and Death on Long Island,0,1,0,Drama,Arts Council of England
Night Watch,1,6,1,Fantasy,Bazelevs Production
The Crying Game,2,9,1,Romance,Miramax Films
Porky's,4,11,1,Comedy,Melvin Simon Productions
Survival of the Dead,0,5,1,Horror,Devonshire Productions
Night of the Living Dead,3,10,1,Horror,Laurel Group
Lost in Translation,2,8,1,Drama,American Zoetrope
Annie Hall,2,4,1,Comedy,United Artists
The Greatest Show on Earth,4,1,1,Action,Paramount Pictures
Monster's Ball,1,11,1,Drama,Lions Gate Films
Maggie,1,5,1,Horror,Lionsgate
Leaving Las Vegas,1,10,1,Drama,United Artists
Hansel and Gretel Get Baked,0,2,1,Horror,Tribeca Productions
The Front Page,0,12,1,Romance,Universal Studios
The Boy Next Door,1,1,1,Thriller,Universal Pictures
Trapeze,2,5,1,Drama,Joanna Productions
The Kids Are All Right,1,7,1,Comedy,Mandalay Vision
They Live,1,11,1,Action,Universal Pictures
The Great Escape,1,6,1,Adventure,United Artists
What the #$*! Do We (K)now!?,1,4,0,Documentary,Lord of the Wind
The Last Exorcism Part II,1,2,1,Horror,StudioCanal
Boyhood,1,6,1,Drama,IFC Films
Scoop,1,7,1,Comedy,BBC Films
The Wash,1,11,1,Action,Lionsgate
The Cooler,0,1,1,Drama,ContentFilm
The Misfits,1,1,1,Drama,United Artists
The Night Listener,0,2,0,Drama,Miramax Films
The Jerky Boys,0,2,0,Comedy,Caravan Pictures
The Orphanage,1,8,0,Horror,Wild Bunch
A Haunted House 2,0,4,0,Comedy,Automatik Entertainment
The Rules of Attraction,0,10,1,Comedy,Kingsgate Films
Topaz,1,12,1,Action,Universal Pictures
Let's Go to Prison,1,11,1,Comedy,Universal Pictures
Four Rooms,1,12,1,Crime,Miramax Films
Secretary,1,1,1,Comedy,Slough Pond
Talk Radio,1,12,1,Drama,Cineplex-Odeon Films
Waiting for Guffman,0,1,0,Music,Sony Pictures Classics
You Kill Me,1,2,1,Comedy,Echo Lake Productions
Thumbsucker,1,1,0,Comedy,Sony Pictures Classics
Red State,1,8,1,Horror,The Harvey Boys
Mirrormask,1,1,1,Fantasy,Destination Films
Samsara,0,9,1,Drama,Magidson Films
The Barbarians,0,3,0,Fantasy,Cannon Films
The Art of Getting By,1,6,0,Drama,Goldcrest Films International
Zipper,0,8,0,Thriller,Protozoa Pictures
Poolhall Junkies,0,6,0,Comedy,Gold Circle Films
The Loss of Sexual Innocence,0,4,1,Drama,Summit Entertainment
Holy Motors,1,7,0,Drama,Pandora Filmproduktion
Joe,1,4,1,Drama,Worldview Entertainment
Shooting Fish,1,8,1,Crime,Arts Council of England
Prison,1,3,1,Crime,Empire Pictures
Psycho Beach Party,0,8,1,Comedy,New Oz Productions
"Guten Tag, Ramón",0,10,1,Drama,Eficine 226
Trust,1,9,1,Crime,Nu Image Films
An Everlasting Piece,0,12,0,Comedy,Columbia Pictures
Among Giants,0,6,0,Comedy,Arts Council of England
Adore,1,4,1,Drama,Gaumont
The Velocity of Gary,0,7,1,Drama,Ventanarosa Productions
Mondays in the Sun,1,9,1,Drama,Vía Digital
Stake Land,1,9,1,Drama,Glass Eye Pix
The Last Time I Committed Suicide,0,6,0,Drama,Tapestry Films
Futuro Beach,0,5,0,Drama,Coração da Selva
Another Happy Day,1,11,1,Comedy,Filmula
A Lonely Place to Die,1,4,1,Adventure,Carnaby International
The Geographer Drank His Globe Away,1,7,0,Drama,Marmot-film
1776,0,11,0,Drama,Columbia Pictures Corporation
Inescapable,0,9,0,Thriller,IFC Films
Hell's Angels,2,11,2,Action,The Caddo Company
The Veil,0,4,1,Horror,Blumhouse Productions
The Loved Ones,0,9,0,Horror,Omnilab Media
The Helpers,0,10,1,Horror,Brian Barrett Pictures
How to Fall in Love,0,7,1,Comedy,Annuit Coeptis Entertainment Inc.
The Perfect Wave,0,2,0,Romance,"Divine Inspiration, The Fabulous Boomtown Boys"
A Man for All Seasons,3,12,1,Drama,Columbia Pictures Corporation
Network,2,11,1,Drama,United Artists
Gone with the Wind,11,12,2,Drama,Selznick International Pictures
Desert Dancer,0,7,0,Drama,Head Gear Films
Major Dundee,1,4,1,War,Columbia Pictures Corporation
Annie Get Your Gun,1,5,1,Action,Metro-Goldwyn-Mayer (MGM)
Four Lions,1,5,1,Comedy,Film4
Defendor,1,9,1,Drama,Alliance Films
The Pirate,1,6,1,Music,Metro-Goldwyn-Mayer (MGM)
The Good Heart,0,9,1,Drama,Nimbus Film Productions
The History Boys,1,10,1,Comedy,DNA Films
Midnight Cowboy,3,5,1,Drama,United Artists
The Full Monty,4,8,1,Comedy,Channel Four Films
Airplane!,3,7,1,Comedy,Paramount Pictures
Chain of Command,0,8,1,Thriller,Hollywood Media Bridge
Friday,1,4,1,Comedy,New Line Cinema
Menace II Society,1,5,1,Drama,New Line Cinema
Creepshow 2,1,5,1,Horror,New World Pictures
The Ballad of Cable Hogue,1,5,1,Action,Warner Bros.
In Cold Blood,1,12,1,Crime,Columbia Pictures Corporation
The Nun's Story,2,6,1,Drama,Warner Bros.
Harper,1,2,1,Action,Warner Bros.
Frenzy,1,5,1,Crime,Universal Pictures
The Witch,1,2,1,Mystery,Parts and Labor
I Got the Hook Up,0,5,0,Action,Dimension Films
She's the One,1,8,1,Comedy,Fox Searchlight Pictures
Gods and Monsters,1,1,1,Drama,Lions Gate Films
The Secret in Their Eyes,1,8,1,Crime,100 Bares
Train,0,10,0,Horror,Nu Image Films
Evil Dead II,1,3,1,Horror,Renaissance Films
Sharknado,0,7,1,TV Movie,The Asylum
Troll Hunter,1,10,1,Fantasy,Filmkameratene A/S
Winter Passing,1,2,1,Comedy,Yari Film Group
D.E.B.S.,0,1,1,Action,Destination Films
The Masked Saint,0,1,0,Crime,Freestyle Releasing
The Betrayed,0,9,1,Crime,Metro-Goldwyn-Mayer (MGM)
Taxman,0,9,0,Action,Counterclock Productions
2:13,0,4,1,Horror,Anthem Pictures
"Batman: The Dark Knight Returns, Part 2",0,1,1,Action,DC Comics
Time to Choose,0,9,1,Documentary,Representational Pictures
Wicked Blood,0,3,1,Action,NAZZ Productions
Stranded,0,6,0,Drama,Enderby Entertainment
High Anxiety,2,12,1,Comedy,Twentieth Century Fox Film Corporation
March of the Penguins,2,1,1,Documentary,Wild Bunch
Margin Call,1,9,1,Thriller,Benaroya Pictures
Choke,1,9,1,Comedy,Fox Searchlight Pictures
Whiplash,1,10,1,Drama,Bold Films
City of God,1,2,1,Drama,O2 Filmes
Human Traffic,1,6,1,Comedy,Irish Screen
To Write Love on Her Arms,0,3,1,Drama,Two Streets Entertainment
The Dead Girl,0,11,0,Mystery,Lakeshore Entertainment
The Hunt,1,8,1,Drama,Zentropa Entertainments
A Christmas Story,1,11,0,Comedy,Metro-Goldwyn-Mayer (MGM)
Bella,0,9,0,Drama,Mpower Pictures
Class of 1984,0,8,1,Action,Guerilla High Productions
The Opposite Sex,1,11,1,Comedy,Magna Global Entertainment
Dreaming of Joseph Lees,1,10,1,Romance,Fox Entertainment Group
The Class,1,9,0,Drama,Haut et Court
Rosemary's Baby,3,6,1,Horror,Paramount Pictures
The Man Who Shot Liberty Valance,1,4,1,Western,Paramount Pictures
Adam,1,7,0,Drama,Vox3 Films
