company,release,prod_budget,revenue,genre,title
Other,11,1,1,Thriller,Harry Brown
Other,10,0,1,Horror,The Omega Code
Fox Searchlight Pictures,12,1,2,Comedy,Juno
Other,5,1,0,Action,Pound of Flesh
United Artists,12,1,3,Adventure,Diamonds Are Forever
Paramount Pictures,3,1,5,Drama,The Godfather
Paramount Pictures,4,1,1,Drama,Flashdance
Fox Searchlight Pictures,7,1,1,Comedy,(500) Days of Summer
Other,5,1,1,Drama,The Piano
Other,6,1,1,Drama,Magic Mike
Village Roadshow Pictures,1,0,0,Thriller,Darkness Falls
United Artists,7,1,4,Adventure,Live and Let Die
Other,1,1,0,Comedy,My Dog Skip
Universal Pictures,2,0,1,Comedy,"Definitely, Maybe"
TriStar Pictures,5,1,1,Comedy,Jumping the Broom
Other,9,1,1,Drama,"Good Night, and Good Luck."
Other,9,1,1,Crime,Capote
Columbia Pictures,8,1,1,Thriller,Desperado
Metro-Goldwyn-Mayer (MGM),6,1,1,Adventure,Logan's Run
United Artists,12,1,2,Adventure,The Man with the Golden Gun
Other,2,1,1,Action,Action Jackson
Other,7,0,0,Adventure,The Descent
Other,5,0,1,Documentary,Michael Jordan to the Max
Twentieth Century Fox Film Corporation,1,1,1,Horror,Devil's Due
Miramax Films,3,1,1,Comedy,Flirting with Disaster
Lions Gate Films,7,0,0,Drama,The Devil's Rejects
Other,6,1,1,Crime,Dope
Other,8,1,1,Drama,In Too Deep
Universal Pictures,4,1,1,Horror,House of 1000 Corpses
Other,10,1,1,Comedy,A Serious Man
Other,1,1,0,Comedy,Get Low
Other,6,1,0,Adventure,Warlock
Other,9,1,1,Romance,Beyond the Lights
Other,10,1,0,Drama,A Single Man
Universal Pictures,8,1,1,Drama,The Last Temptation of Christ
Miramax Films,8,1,1,Romance,Outside Providence
Other,2,0,0,Adventure,Rabbit-Proof Fence
The Weinstein Company,7,0,0,Comedy,Who's Your Caddy?
Other,5,1,1,Thriller,Split Second
Other,4,1,1,Action,The Other Side of Heaven
Other,11,1,1,Drama,Veer-Zaara
Other,4,1,0,Drama,Redbelt
Other,6,1,0,Comedy,Cyrus
Other,10,1,1,Drama,Auto Focus
The Weinstein Company,12,1,0,Drama,Factory Girl
Other,9,1,1,Drama,We Need to Talk About Kevin
Other,11,0,0,Drama,The Christmas Candle
Other,4,1,1,Comedy,Losin' It
Other,11,1,0,Drama,Mother and Child
Other,9,0,0,Action,March or Die
Other,1,0,0,Fantasy,The Visitors
Other,9,1,0,Comedy,Somewhere
Other,3,0,0,Comedy,Chairman of the Board
Other,1,1,1,Drama,Hesher
Other,11,0,1,Comedy,Dom Hemingway
Other,1,1,0,Mystery,Gerry
Other,1,1,0,Drama,The Heart of Me
Other,10,1,1,Romance,Freeheld
Other,8,1,1,Comedy,The Extra Man
Other,2,1,1,Drama,Hard to Be a God
Other,1,1,1,Crime,Ca$h
Other,8,0,0,Drama,Wah-Wah
Other,1,1,1,Action,The Boondock Saints
Other,6,0,0,Crime,Z Storm
Other,9,1,0,Horror,Twixt
Other,10,1,1,Animation,The Snow Queen
Other,7,0,0,Family,Alpha and Omega: The Legend of the Saw Tooth Cave
Warner Bros.,6,0,1,Romance,Pale Rider
Metro-Goldwyn-Mayer (MGM),3,1,1,Adventure,Stargate: The Ark of Truth
Other,9,1,1,Comedy,Dazed and Confused
Other,8,0,1,Comedy,High School Musical 2
Other,11,1,0,Thriller,Criminal Activities
Other,6,0,0,Comedy,The Chumscrubber
Other,5,1,0,Action,Shade
Other,9,1,1,Horror,House at the End of the Street
Other,9,1,1,Drama,Incendies
Other,2,0,0,Drama,"Remember Me, My Love"
Other,9,0,0,Action,Perrier’s Bounty
The Weinstein Company,10,1,0,Drama,Elite Squad
New Line Cinema,10,1,2,Horror,Annabelle
Columbia Pictures,7,1,1,Crime,Boyz n the Hood
Columbia Pictures,7,1,1,Drama,La Bamba
Universal Pictures,5,0,0,Comedy,The Four Seasons
Other,6,1,1,Horror,Dressed to Kill
Walt Disney Pictures,4,1,0,Action,The Adventures of Huck Finn
Columbia Pictures,4,1,1,Crime,Go
Other,9,1,1,Comedy,Friends with Money
Universal Pictures,3,1,1,Science Fiction,The Andromeda Strain
Other,10,0,1,Horror,Bats
Other,12,0,0,Drama,Nowhere in Africa
Other,10,1,1,Drama,Shame
Other,9,1,1,Drama,Layer Cake
Other,5,1,1,Drama,The East
Other,7,1,1,Romance,A Home at the End of the World
Other,7,0,0,Drama,Aberdeen
Other,11,1,1,Drama,The Messenger
Other,5,1,0,Action,Tracker
Other,9,0,1,Drama,Control
Other,10,1,1,Action,The Terminator
Other,2,1,1,Comedy,"Good bye, Lenin!"
Other,3,1,0,Drama,The Damned United
Other,5,1,1,Comedy,The Return of the Living Dead
Other,10,1,1,Romance,Mallrats
Paramount Pictures,7,1,3,Romance,Grease
Other,12,1,2,Drama,Platoon
Other,6,1,1,Documentary,Fahrenheit 9/11
Twentieth Century Fox Film Corporation,9,1,3,History,Butch Cassidy and the Sundance Kid
Other,8,1,4,Comedy,Mary Poppins
Paramount Pictures,9,1,0,Drama,Ordinary People
United Artists,10,1,2,Crime,West Side Story
Other,7,1,1,Comedy,Caddyshack
Other,7,1,1,Comedy,The Wood
Other,7,1,1,Drama,The Usual Suspects
New Line Cinema,8,1,1,Horror,A Nightmare on Elm Street 5: The Dream Child
Other,3,1,1,Comedy,National Lampoon’s Van Wilder
Other,9,1,1,Drama,The Wrestler
Other,12,1,2,Western,Duel in the Sun
Other,9,0,0,Comedy,Best in Show
Other,5,1,1,Science Fiction,Escape from New York
Columbia Pictures,2,0,0,Comedy,School Daze
Other,8,1,1,Comedy,Daddy Day Camp
Other,1,1,1,Crime,Mr. Nice Guy
Other,4,1,1,Comedy,A Mighty Wind
Other,10,0,0,Comedy,Mystic Pizza
Paramount Pictures,4,1,1,Comedy,Sliding Doors
Other,5,1,1,Crime,Tales from the Hood
Fox Searchlight Pictures,9,1,1,Drama,The Last King of Scotland
Other,10,1,1,Horror,Halloween 5: The Revenge of Michael Myers
Other,4,1,1,Comedy,Bernie
Other,2,1,1,Documentary,Dolphins and Whales: Tribes of the Ocean
Other,9,0,0,Drama,Pollock
Paramount Pictures,2,1,1,Comedy,200 Cigarettes
Other,9,1,1,Drama,The Words
Other,3,0,0,Comedy,Casa De Mi Padre
Other,3,1,1,Drama,City Island
Other,7,1,1,Action,The Guard
Metro-Goldwyn-Mayer (MGM),8,1,1,Comedy,College
Other,4,1,1,Drama,The Virgin Suicides
Miramax Films,11,0,0,Comedy,Little Voice
Other,3,0,0,Comedy,Miss March
Other,1,1,1,Drama,Wish I Was Here
Other,2,1,1,Comedy,Simply Irresistible
New Line Cinema,7,0,0,Comedy,Hedwig and the Angry Inch
Other,8,1,1,Action,Only the Strong
Other,8,0,0,Mystery,Goddess of Love
Lions Gate Films,11,1,1,Drama,Shattered Glass
Other,11,1,1,Comedy,Novocaine
Other,1,0,0,Drama,The Business of Strangers
Other,6,1,1,Adventure,The Wild Bunch
Other,7,1,1,Drama,The Wackness
United Artists,1,1,0,Thriller,The First Great Train Robbery
Other,1,0,0,Drama,Morvern Callar
Other,6,1,1,Action,Beastmaster 2: Through the Portal of Time
Other,3,1,1,Drama,The 5th Quarter
Other,1,1,0,Drama,The Greatest
Other,7,1,1,Drama,Snow Flower and the Secret Fan
Other,1,1,0,Drama,Come Early Morning
Twentieth Century Fox Film Corporation,10,0,0,Drama,Julia
Other,5,1,0,Crime,11:14
Other,9,0,0,Action,Men of War
Other,4,0,0,Crime,Don McKay
Other,11,1,1,Crime,Deadfall
Other,10,1,0,Drama,A Shine of Rainbows
Other,4,1,0,Action,The Hit List
Universal Pictures,2,1,1,Horror,Videodrome
Other,5,1,1,Drama,The Spanish Apartment
Other,1,1,1,Drama,Song One
Other,11,1,1,Drama,Winter in Wartime
Other,4,0,0,Comedy,Freaky Deaky
Other,9,1,1,Action,The Train
The Weinstein Company,8,1,1,Action,The Protector
Fox Searchlight Pictures,4,1,1,Comedy,Bend It Like Beckham
Other,9,1,1,Action,Crossover
Other,9,1,1,Thriller,[REC]²
Universal Pictures,12,1,4,Comedy,The Sting
Twentieth Century Fox Film Corporation,5,1,1,Drama,Chariots of Fire
Lions Gate Films,2,0,0,Comedy,Diary of a Mad Black Woman
Other,1,0,0,Drama,Shine
Other,7,1,0,Romance,Don Jon
Universal Pictures,4,1,1,Western,High Plains Drifter
United Artists,7,1,0,Comedy,Ghost World
Miramax Films,12,0,0,Drama,Iris
Other,6,1,1,Comedy,Galaxina
Other,3,0,0,Drama,The Chorus
Other,6,1,1,Comedy,Mambo Italiano
Lions Gate Films,10,1,1,Crime,Wonderland
Universal Pictures,6,1,1,Drama,Do the Right Thing
Lions Gate Films,1,0,0,Drama,Harvard Man
Other,5,0,1,Drama,Irreversible
Warner Bros.,10,1,0,Comedy,R100
Other,1,1,1,Drama,Rang De Basanti
Other,7,1,0,Comedy,Salvation Boulevard
Other,8,0,0,Comedy,The Ten
Other,8,0,1,Thriller,Headhunters
Other,8,0,0,Science Fiction,Grabbers
Other,9,0,0,Comedy,Saint Ralph
Other,9,1,1,Drama,Miss Julie
Other,10,1,0,Science Fiction,Somewhere in Time
Other,9,1,0,Horror,Insidious: Chapter 2
Lions Gate Films,10,1,1,Horror,Saw II
Paramount Pictures,3,1,1,Thriller,10 Cloverfield Lane
Paramount Pictures,10,1,1,Documentary,Jackass: The Movie
Other,7,1,1,Horror,Lights Out
Paramount Pictures,10,1,1,Horror,Paranormal Activity 3
Universal Pictures,10,1,1,Horror,Ouija
New Line Cinema,2,1,1,Horror,A Nightmare on Elm Street 3: Dream Warriors
Other,7,1,1,Comedy,Instructions Not Included
Paramount Pictures,10,1,1,Horror,Paranormal Activity 4
Twentieth Century Fox Film Corporation,9,1,2,Drama,The Robe
United Artists,5,1,1,Comedy,The Return of the Pink Panther
New Line Cinema,9,1,1,Horror,Freddy's Dead: The Final Nightmare
Other,11,1,1,Crime,Monster
Other,12,1,2,Adventure,"20,000 Leagues Under the Sea"
Other,1,1,1,Horror,Paranormal Activity: The Marked Ones
Other,10,1,1,Drama,The Elephant Man
Other,9,1,1,Drama,Dallas Buyers Club
Lionsgate,1,1,1,Thriller,The Lazarus Effect
Summit Entertainment,10,1,1,Mystery,Memento
Other,9,1,1,Horror,Oculus
The Weinstein Company,5,1,1,Comedy,Clerks II
Other,5,1,1,Drama,Billy Elliot
Fox Searchlight Pictures,6,1,1,Comedy,The Way Way Back
Other,3,1,1,Family,The Man from Snowy River
Walt Disney Pictures,3,0,0,Animation,Doug's 1st Movie
Other,10,1,0,Drama,The Apostle
Paramount Pictures,9,0,0,Drama,Mommie Dearest
The Weinstein Company,8,1,1,Comedy,Our Idiot Brother
Other,2,1,1,Action,Race
New Line Cinema,4,0,0,Drama,The Players Club
Universal Pictures,8,1,1,Horror,"As Above, So Below"
Lionsgate,10,0,0,Drama,Addicted
Other,12,1,1,Drama,Still Alice
Twentieth Century Fox Film Corporation,8,1,1,History,The Egyptian
Universal Pictures,3,1,1,Action,Nighthawks
Paramount Pictures,7,1,1,Horror,Friday the 13th Part VIII: Jason Takes Manhattan
Other,2,1,3,Comedy,My Big Fat Greek Wedding
Other,1,1,1,Drama,Spring Breakers
Miramax Films,9,1,1,Horror,Halloween: The Curse of Michael Myers
Other,6,1,1,Drama,Y Tu Mamá También
Universal Pictures,4,1,1,Horror,Shaun of the Dead
Other,10,0,0,Drama,The Haunting of Molly Hartley
Other,6,1,1,Drama,Lone Star
Other,10,1,1,Horror,Halloween 4: The Return of Michael Myers
Paramount Pictures,3,1,0,Horror,April Fool's Day
Metro-Goldwyn-Mayer (MGM),4,0,0,Comedy,Diner
Other,4,1,1,Action,Lone Wolf McQuade
Other,7,1,1,Horror,Apollo 18
Other,1,1,1,Comedy,Sunshine Cleaning
Other,8,1,1,Action,No Escape
Other,8,0,1,Action,The Beastmaster
Other,12,1,1,Drama,Solomon and Sheba
Other,1,1,1,Romance,Fifty Shades of Black
Paramount Pictures,12,1,1,Drama,A Farewell to Arms
Lionsgate,3,0,0,Comedy,The Perfect Match
Other,3,1,0,Fantasy,Digimon: The Movie
Other,5,1,1,Comedy,The Barbarian Invasions
Columbia Pictures,3,0,0,Action,Robin and Marian
Other,4,1,0,Action,The Forsaken
Columbia Pictures,11,1,1,Action,Force 10 from Navarone
Other,7,1,0,Comedy,UHF
Twentieth Century Fox Film Corporation,1,0,1,Comedy,Grandma's Boy
Fox Searchlight Pictures,8,1,0,Comedy,Slums of Beverly Hills
Paramount Pictures,12,1,1,Western,Once Upon a Time in the West
Other,7,1,1,Action,Made
Other,6,1,1,Science Fiction,Moon
Other,5,1,1,Documentary,Sea Rex 3D: Journey to a Prehistoric World
Other,5,1,1,Drama,The Sweet Hereafter
Other,5,1,1,Drama,Of Gods and Men
Other,8,1,1,Comedy,Bottle Shock
Other,9,1,1,Drama,Heavenly Creatures
Other,9,1,1,Drama,90 Minutes in Heaven
Other,10,1,1,Comedy,Everything Must Go
Other,1,1,1,Comedy,Zero Effect
Other,2,1,1,Thriller,The Machinist
Other,8,1,0,Drama,Light Sleeper
Other,10,1,1,Thriller,Kill the Messenger
Other,12,1,1,Drama,Rabbit Hole
Other,9,1,1,Comedy,Party Monster
Other,4,1,1,Horror,Green Room
Other,3,1,0,Comedy,The Oh in Ohio
Other,9,1,1,Drama,Atlas Shrugged Part III: Who is John Galt?
Other,2,1,1,Comedy,Bottle Rocket
Miramax Films,9,1,0,Crime,Albino Alligator
Other,2,0,0,Documentary,Standard Operating Procedure
Other,5,0,0,Drama,Out of the Blue
Other,1,1,1,Comedy,Tucker and Dale vs Evil
Other,12,0,0,Action,Tycoon
Other,6,0,0,Comedy,Desert Blue
Other,9,1,1,Horror,The Visit
Other,1,1,1,Drama,Redacted
Other,10,0,0,Romance,Fascination
Other,5,1,0,Horror,Area 51
Other,10,1,0,Thriller,Sleep Tight
Other,2,0,0,Horror,The Cottage
Metro-Goldwyn-Mayer (MGM),2,0,0,Drama,Dead Like Me: Life After Death
Other,12,0,0,Comedy,Farce of the Penguins
Other,10,1,0,Music,Rudderless
Other,8,1,0,Family,Henry & Me
Other,12,0,0,Romance,Christmas Eve
Other,11,0,0,TV Movie,We Have Your Husband
Other,12,1,0,Thriller,Dying of the Light
Other,12,0,0,Action,Born Of War
Other,12,1,0,Drama,Capricorn One
Other,4,0,0,Comedy,Should've Been Romeo
Other,10,0,0,Family,Running Forever
Other,7,1,0,Comedy,Yoga Hosers
Other,10,0,0,Horror,Navy Seals vs. Zombies
Other,9,1,1,Drama,Soul Kitchen
Miramax Films,8,1,1,Drama,Sling Blade
Other,8,1,1,Horror,The Awakening
Other,1,1,1,Horror,Hostel
Other,7,0,0,Comedy,A Cock and Bull Story
Other,11,1,1,Thriller,Take Shelter
Other,4,0,0,Horror,Lady in White
Other,12,1,0,Comedy,Let's Kill Ward's Wife
Other,8,1,1,Horror,The Texas Chainsaw Massacre 2
Metro-Goldwyn-Mayer (MGM),5,1,1,Western,Pat Garrett & Billy the Kid
Other,5,1,1,Drama,Only God Forgives
Other,5,0,0,Drama,Dear Frankie
Other,9,0,0,Action,All Hat
Other,11,1,0,Drama,The Names of Love
Other,9,1,0,Drama,Treading Water
Other,5,1,0,Drama,Savage Grace
Warner Bros.,3,1,2,Comedy,Police Academy
Columbia Pictures,7,1,1,Romance,The Blue Lagoon
Other,3,1,2,Comedy,Four Weddings and a Funeral
Universal Pictures,8,1,1,Comedy,Fast Times at Ridgemont High
Warner Bros.,6,1,1,Adventure,Moby Dick
Other,12,1,1,Crime,25th Hour
Other,9,1,1,Crime,Bound
Other,10,1,1,Crime,Requiem for a Dream
Twentieth Century Fox Film Corporation,8,0,0,Music,State Fair
Other,2,0,0,Drama,Tango
Other,4,1,0,Drama,Salvador
TriStar Pictures,3,1,1,Comedy,Moms' Night Out
Other,1,1,1,Fantasy,Donnie Darko
Other,4,1,0,Drama,Character
Other,6,1,0,Comedy,Spun
Other,10,1,1,Comedy,Life During Wartime
Other,7,0,1,Drama,Sympathy for Lady Vengeance
Other,6,0,0,Drama,Mozart's Sister
Other,12,0,0,Comedy,Mean Machine
Other,9,1,0,Action,Exiled
Other,8,0,1,Adventure,Blackthorn
Other,8,0,0,Crime,Lilya 4-ever
Other,4,1,1,Drama,After.Life
United Artists,11,1,2,Drama,One Flew Over the Cuckoo's Nest
Other,9,1,0,Comedy,R.L. Stine's Monsterville: The Cabinet of Souls
Other,6,0,0,Comedy,Silent Movie
Other,1,1,1,Thriller,Airlift
Other,12,0,0,Drama,Anne of Green Gables
Other,9,0,0,Adventure,Falcon Rising
Other,9,1,1,Action,The Sweeney
Fox Searchlight Pictures,9,1,0,Crime,Sexy Beast
Other,1,0,0,Drama,Easy Money
Other,1,1,1,Drama,Whale Rider
Other,12,1,0,Drama,Paa
Other,9,0,0,Thriller,Cargo
Other,1,1,0,Comedy,High School Musical
Other,1,0,0,Drama,Love and Death on Long Island
Other,6,1,1,Fantasy,Night Watch
Miramax Films,9,1,1,Romance,The Crying Game
Other,11,1,2,Comedy,Porky's
Other,5,1,0,Horror,Survival of the Dead
Other,10,1,1,Horror,Night of the Living Dead
Other,8,1,1,Drama,Lost in Translation
United Artists,4,1,1,Comedy,Annie Hall
Paramount Pictures,1,1,2,Action,The Greatest Show on Earth
Lions Gate Films,11,1,1,Drama,Monster's Ball
Lionsgate,5,1,1,Horror,Maggie
United Artists,10,1,1,Drama,Leaving Las Vegas
Other,2,1,0,Horror,Hansel and Gretel Get Baked
Other,12,1,0,Romance,The Front Page
Universal Pictures,1,1,1,Thriller,The Boy Next Door
Other,5,1,1,Drama,Trapeze
Other,7,1,1,Comedy,The Kids Are All Right
Universal Pictures,11,1,1,Action,They Live
United Artists,6,1,1,Adventure,The Great Escape
Other,4,0,1,Documentary,What the #$*! Do We (K)now!?
Other,2,1,1,Horror,The Last Exorcism Part II
Other,6,1,1,Drama,Boyhood
Other,7,1,1,Comedy,Scoop
Lionsgate,11,1,1,Action,The Wash
Other,1,1,0,Drama,The Cooler
United Artists,1,1,1,Drama,The Misfits
Miramax Films,2,0,0,Drama,The Night Listener
Other,2,0,0,Comedy,The Jerky Boys
Other,8,0,1,Horror,The Orphanage
Other,4,0,0,Comedy,A Haunted House 2
Other,10,1,0,Comedy,The Rules of Attraction
Universal Pictures,12,1,1,Action,Topaz
Universal Pictures,11,1,1,Comedy,Let's Go to Prison
Miramax Films,12,1,1,Crime,Four Rooms
Other,1,1,1,Comedy,Secretary
Other,12,1,1,Drama,Talk Radio
Other,1,0,0,Music,Waiting for Guffman
Other,2,1,1,Comedy,You Kill Me
Other,1,0,1,Comedy,Thumbsucker
Other,8,1,1,Horror,Red State
Other,1,1,1,Fantasy,Mirrormask
Other,9,1,0,Drama,Samsara
Other,3,0,0,Fantasy,The Barbarians
Other,6,0,1,Drama,The Art of Getting By
Other,8,0,0,Thriller,Zipper
Other,6,0,0,Comedy,Poolhall Junkies
Summit Entertainment,4,1,0,Drama,The Loss of Sexual Innocence
Other,7,0,1,Drama,Holy Motors
Other,4,1,1,Drama,Joe
Other,8,1,1,Crime,Shooting Fish
Other,3,1,1,Crime,Prison
Other,8,1,0,Comedy,Psycho Beach Party
Other,10,1,0,Drama,"Guten Tag, Ramón"
Other,9,1,1,Crime,Trust
Columbia Pictures,12,0,0,Comedy,An Everlasting Piece
Other,6,0,0,Comedy,Among Giants
Other,4,1,1,Drama,Adore
Other,7,1,0,Drama,The Velocity of Gary
Other,9,1,1,Drama,Mondays in the Sun
Other,9,1,1,Drama,Stake Land
Other,6,0,0,Drama,The Last Time I Committed Suicide
Other,5,0,0,Drama,Futuro Beach
Other,11,1,1,Comedy,Another Happy Day
Other,4,1,1,Adventure,A Lonely Place to Die
Other,7,0,1,Drama,The Geographer Drank His Globe Away
Columbia Pictures,11,0,0,Drama,1776
Other,9,0,0,Thriller,Inescapable
Other,11,1,1,Action,Hell's Angels
Other,4,1,0,Horror,The Veil
Other,9,0,0,Horror,The Loved Ones
Other,10,1,0,Horror,The Helpers
Other,7,1,0,Comedy,How to Fall in Love
Other,2,0,0,Romance,The Perfect Wave
Columbia Pictures,12,1,1,Drama,A Man for All Seasons
United Artists,11,1,1,Drama,Network
Other,12,1,5,Drama,Gone with the Wind
Other,7,0,0,Drama,Desert Dancer
Columbia Pictures,4,1,1,War,Major Dundee
Metro-Goldwyn-Mayer (MGM),5,1,1,Action,Annie Get Your Gun
Other,5,1,1,Comedy,Four Lions
Other,9,1,1,Drama,Defendor
Metro-Goldwyn-Mayer (MGM),6,1,1,Music,The Pirate
Other,9,1,0,Drama,The Good Heart
Other,10,1,1,Comedy,The History Boys
United Artists,5,1,2,Drama,Midnight Cowboy
Other,8,1,2,Comedy,The Full Monty
Paramount Pictures,7,1,1,Comedy,Airplane!
Other,8,1,0,Thriller,Chain of Command
New Line Cinema,4,1,1,Comedy,Friday
New Line Cinema,5,1,1,Drama,Menace II Society
Other,5,1,1,Horror,Creepshow 2
Warner Bros.,5,1,1,Action,The Ballad of Cable Hogue
Columbia Pictures,12,1,1,Crime,In Cold Blood
Warner Bros.,6,1,1,Drama,The Nun's Story
Warner Bros.,2,1,1,Action,Harper
Universal Pictures,5,1,1,Crime,Frenzy
Other,2,1,1,Mystery,The Witch
Other,5,0,0,Action,I Got the Hook Up
Fox Searchlight Pictures,8,1,1,Comedy,She's the One
Lions Gate Films,1,1,1,Drama,Gods and Monsters
Other,8,1,1,Crime,The Secret in Their Eyes
Other,10,0,0,Horror,Train
Other,3,1,1,Horror,Evil Dead II
Other,7,1,0,TV Movie,Sharknado
Other,10,1,1,Fantasy,Troll Hunter
Other,2,1,1,Comedy,Winter Passing
Other,1,1,0,Action,D.E.B.S.
Other,1,0,0,Crime,The Masked Saint
Metro-Goldwyn-Mayer (MGM),9,1,0,Crime,The Betrayed
Other,9,0,0,Action,Taxman
Other,4,1,0,Horror,2:13
Other,1,1,0,Action,"Batman: The Dark Knight Returns, Part 2"
Other,9,1,0,Documentary,Time to Choose
Other,3,1,0,Action,Wicked Blood
Other,6,0,0,Drama,Stranded
Twentieth Century Fox Film Corporation,12,1,1,Comedy,High Anxiety
Other,1,1,1,Documentary,March of the Penguins
Other,9,1,1,Thriller,Margin Call
Fox Searchlight Pictures,9,1,1,Comedy,Choke
Other,10,1,1,Drama,Whiplash
Other,2,1,1,Drama,City of God
Other,6,1,1,Comedy,Human Traffic
Other,3,1,0,Drama,To Write Love on Her Arms
Other,11,0,0,Mystery,The Dead Girl
Other,8,1,1,Drama,The Hunt
Metro-Goldwyn-Mayer (MGM),11,0,1,Comedy,A Christmas Story
Other,9,0,0,Drama,Bella
Other,8,1,0,Action,Class of 1984
Other,11,1,1,Comedy,The Opposite Sex
Other,10,1,1,Romance,Dreaming of Joseph Lees
Other,9,0,1,Drama,The Class
Paramount Pictures,6,1,1,Horror,Rosemary's Baby
Paramount Pictures,4,1,1,Western,The Man Who Shot Liberty Valance
Other,7,0,1,Drama,Adam
Other,1,0,0,Drama,Maria Full of Grace
Other,9,1,1,Drama,Beginners
Other,10,0,1,Action,Feast
Universal Pictures,7,1,3,Comedy,Animal House
United Artists,9,1,4,Adventure,Goldfinger
Other,9,1,0,Science Fiction,Antiviral
Other,12,1,1,Drama,It's a Wonderful Life
Miramax Films,2,1,1,Drama,Trainspotting
Other,8,0,0,Comedy,The Original Kings of Comedy
Paramount Pictures,10,1,1,Horror,Paranormal Activity 2
Fox Searchlight Pictures,9,0,0,Comedy,Waking Ned
Other,10,1,1,Documentary,Bowling for Columbine
Other,5,0,0,Drama,Coming Home
New Line Cinema,10,1,1,Horror,A Nightmare on Elm Street Part 2: Freddy's Revenge
Other,12,1,1,Drama,A Room with a View
Universal Pictures,5,1,1,Science Fiction,The Purge
Other,3,1,1,Horror,Sinister
Other,2,1,1,Drama,Cat on a Hot Tin Roof
Twentieth Century Fox Film Corporation,5,1,1,Adventure,Beneath the Planet of the Apes
Walt Disney Pictures,8,1,1,Comedy,Air Bud
Other,7,1,1,Adventure,Pokémon: Spell of the Unknown
Paramount Pictures,8,1,1,Horror,Friday the 13th Part VI: Jason Lives
Columbia Pictures,10,1,2,Drama,The Bridge on the River Kwai
Touchstone Pictures,4,1,1,Comedy,Spaced Invaders
Universal Pictures,4,1,1,Comedy,Family Plot
United Artists,6,1,1,Comedy,The Apartment
New Line Cinema,8,1,1,Fantasy,Jason Goes to Hell: The Final Friday
Universal Pictures,7,1,1,Mystery,Torn Curtain
Other,9,1,1,Comedy,Dave Chappelle's Block Party
Other,4,0,1,Romance,Slow West
Warner Bros.,10,1,0,Drama,Krush Groove
Other,2,0,0,Action,Next Day Air
United Artists,6,1,1,Drama,Elmer Gantry
United Artists,12,1,1,Drama,Judgment at Nuremberg
Other,5,0,1,Comedy,Trippin'
United Artists,8,1,1,Western,Red River
Other,4,1,1,Romance,Before Midnight
Other,11,0,0,Comedy,Teen Wolf Too
Universal Pictures,7,1,1,Action,Phantasm II
Other,9,0,1,Drama,Water
Other,5,1,1,Comedy,East Is East
Other,9,1,0,Comedy,Whipped
Other,9,1,1,Drama,Kama Sutra - A Tale of Love
Other,1,1,0,Comedy,Please Give
Paramount Pictures,6,1,1,Family,Willy Wonka & the Chocolate Factory
Other,5,0,0,Fantasy,Warlock: The Armageddon
Other,4,0,0,Comedy,8 Heads in a Duffel Bag
Paramount Pictures,9,0,0,Drama,Days of Heaven
TriStar Pictures,1,1,1,Comedy,Jawbreaker
Other,8,1,1,Drama,Basquiat
Other,5,0,1,Comedy,Frances Ha
Other,8,1,1,Crime,Tsotsi
Other,10,1,1,Comedy,Happiness
Other,4,0,0,Comedy,DysFunktional Family
Other,9,1,1,Comedy,Tusk
Other,1,1,1,Drama,Oldboy
Other,4,0,0,Action,Letters to God
Other,5,1,1,Action,Hobo with a Shotgun
Other,8,1,0,Comedy,Freeway
Other,5,1,1,Drama,Fish Tank
Other,4,0,0,Comedy,Damsels in Distress
Other,5,0,0,Horror,Creature
Other,8,1,1,Comedy,Bachelorette
Other,4,0,0,Drama,Brave New Girl
Other,3,0,0,Comedy,Tim and Eric's Billion Dollar Movie
Other,9,1,0,Comedy,Summer Storm
Other,10,0,0,Horror,Chain Letter
Other,10,1,0,Drama,Just Looking
Other,3,1,1,Science Fiction,The Divide
Other,2,1,1,Thriller,Demonic
Other,3,0,0,Comedy,My Big Fat Independent Movie
Other,9,0,0,Drama,Tanner Hall
Other,4,1,0,Action,Open Road
Lionsgate,6,0,0,Comedy,They Came Together
Other,1,0,0,Comedy,30 Nights of Paranormal Activity With the Devil Inside the Girl With the Dragon Tattoo
Metro-Goldwyn-Mayer (MGM),8,1,1,Action,Point Blank
Other,1,1,0,Drama,Four Single Fathers
Other,3,0,0,Thriller,Enter the Dangerous Mind
Other,4,1,0,Mystery,Something Wicked
Other,8,1,0,Thriller,AWOL-72
Other,10,1,0,Action,Chicago Overcoat
Other,3,0,0,Comedy,Barry Munday
Other,1,1,1,Drama,Central Station
Other,12,1,1,Comedy,Pocketful of Miracles
Other,12,0,0,Crime,Close Range
Other,8,1,0,Thriller,Amnesiac
Other,10,1,1,Documentary,Freakonomics
Other,6,0,0,Horror,High Tension
Other,8,1,0,Romance,Griff the Invisible
Other,10,0,0,Thriller,Unnatural
Other,7,1,1,Drama,Hustle & Flow
Other,3,1,1,Comedy,Some Like It Hot
Paramount Pictures,5,1,1,Horror,Friday the 13th Part VII: The New Blood
Other,8,1,3,Adventure,The Wizard of Oz
Twentieth Century Fox Film Corporation,12,1,2,Comedy,Young Frankenstein
Other,9,1,1,Horror,Diary of the Dead
Other,6,0,0,Drama,Ulee's Gold
United Artists,10,1,1,Adventure,The Black Stallion
Other,9,0,0,Action,Journey to Saturn
